date_of_submission,species,submitted_sample,submitted_sample_category,vitek_id,bacteria_genus,report_issued_date,type,ans_amikacin,ans_amoxicillin/clavulanic acid,ans_cefalexin,ans_cefazolin,ans_cefixime,ans_cefovecin,ans_cefpodoxime,ans_ceftriaxone,ans_chloramphenicol,ans_clindamycin,ans_doxycycline,ans_enrofloxacin,ans_fosfomycin,ans_gentamicin,ans_imipenem,ans_marbofloxacin,ans_metronidazole,ans_nitrofurantoin,ans_piperacillin/tazobactam,ans_polymyxin b,ans_pradofloxacin,ans_rifampicin,ans_tetracycline,ans_trimethoprim/sulfamethoxazole,S/I/R_amikacin,S/I/R_amoxicillin/clavulanic acid,S/I/R_ampicillin,S/I/R_cefalexin,S/I/R_cefalotin,S/I/R_cefovecin,S/I/R_cefpodoxime,S/I/R_ceftiofur,S/I/R_chloramphenicol,S/I/R_doxycycline,S/I/R_enrofloxacin,S/I/R_esbl,S/I/R_gentamicin,S/I/R_imipenem,S/I/R_marbofloxacin,S/I/R_neomycin,S/I/R_nitrofurantoin,S/I/R_piperacillin,S/I/R_polymyxin b,S/I/R_pradofloxacin,S/I/R_rifampicin,S/I/R_tetracycline,S/I/R_tobramycin,S/I/R_trimethoprim/sulfamethoxazole,id
4/20/2020,dog,urine,urinary tract,GN,escherichia,4/28/2020,train,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,S,S,S,S,S,S,S,S,S,R,S,-,S,S,S,S,S,,,S,,R,,S,2557
4/24/2020,dog,urine,urinary tract,GN,escherichia,4/30/2020,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,I,R,R,R,R,R,R,R,R,R,R,+,S,S,R,S,S,,,R,,R,,R,2558
4/22/2020,dog,ub mucosa,urinary tract,GN,escherichia,4/30/2020,train,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,S,R,R,R,R,R,R,R,R,R,+,S,S,R,S,S,,,R,,R,,R,2559
4/20/2020,dog,mass,mass,GN,klebsiella,4/30/2020,train,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,S,S,R,S,S,S,S,S,S,S,S,-,S,S,S,S,S,,,S,,S,,S,2560
4/23/2020,cat,wound,wound,GN,pseudomonas,4/30/2020,train,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,,,,,,,,,,R,,R,S,R,,,,,,,,,,2561
4/19/2020,dog,urine,urinary tract,GN,burkholderia,4/30/2020,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,R,I,R,,R,R,R,,,,,,,R,,S,2562
4/22/2020,cat,urine,urinary tract,GN,proteus,4/30/2020,train,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,I,R,R,R,R,R,R,R,R,R,,I,I,R,I,R,,,R,,R,,R,2563
4/21/2020,cat,urine,urinary tract,GN,pseudomonas,4/30/2020,train,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,,,,,,,,,,S,,S,S,S,,,,,,,,,,2564
4/27/2020,dog,ear exudate,ear,GN,klebsiella,5/5/2020,train,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,R,R,R,R,S,S,S,R,R,R,-,R,S,R,S,R,,,R,,R,,R,2565
4/26/2020,cat,urine,urinary tract,GN,escherichia,5/5/2020,train,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,R,R,R,R,S,S,S,R,R,S,-,S,S,S,S,I,,,S,,R,,R,2566
4/27/2020,dog,urine,urinary tract,GN,pseudomonas,5/5/2020,train,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,,,,,,,,,,I,,S,S,S,,,,,,,,,,2567
4/28/2020,dog,opened wound,wound,GN,pseudomonas,5/5/2020,train,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,,,,,,,,,,I,,S,S,S,,,,,,,,,,2568
4/27/2020,cat,urine,urinary tract,GN,proteus,5/5/2020,train,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,S,R,R,R,S,S,S,S,S,R,S,,S,R,S,S,R,,,S,,R,,S,2569
4/27/2020,dog,urine,urinary tract,GN,klebsiella,5/5/2020,train,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,R,R,R,R,R,R,I,R,R,R,-,S,S,R,I,I,,,R,,R,,R,2570
4/30/2020,dog,ub mucosa,urinary tract,GN,klebsiella,5/7/2020,train,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,S,S,R,S,S,S,S,S,S,S,S,-,S,S,S,S,S,,,S,,S,,S,2571
4/29/2020,dog,opened wound,wound,GN,acinetobacter,5/7/2020,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,S,S,,S,S,S,,,,,,,S,,S,2572
4/30/2020,dog,urine,urinary tract,GN,klebsiella,5/7/2020,train,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,R,R,R,R,R,I,S,S,R,I,R,-,R,S,R,S,R,,,R,,R,,R,2573
5/1/2020,dog,urine,urinary tract,GN,proteus,5/8/2020,train,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,R,R,S,S,S,S,S,S,R,I,,R,I,S,S,R,,,I,,R,,R,2574
4/30/2020,cat,opened wound,wound,GN,enterobacter,5/8/2020,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,S,R,,R,R,I,R,S,S,S,S,,S,S,S,S,S,,,S,,S,,S,2575
5/1/2020,cat,urine,urinary tract,GN,burkholderia,5/8/2020,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,R,,,,,,,,R,S,R,,R,R,R,,,,,,,R,,S,2576
4/27/2020,cat,pus,skin,GN,acinetobacter,5/8/2020,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,S,,,,,,,,,S,S,,S,S,S,,,,,,,S,,S,2577
5/4/2020,cat,ear,ear,GN,burkholderia,5/8/2020,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,R,,,,,,,,R,S,R,,R,R,S,,,,,,,R,,S,2578
5/4/2020,cat,urine,urinary tract,GN,proteus,5/12/2020,train,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,S,S,S,S,S,S,S,S,I,R,S,,S,I,S,S,R,,,S,,R,,S,2579
5/4/2020,dog,opened wound,wound,GN,klebsiella,5/12/2020,train,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,S,R,S,S,S,S,S,R,R,I,-,S,S,S,S,S,,,I,,R,,R,2580
5/7/2020,dog,urine,urinary tract,GN,escherichia,5/14/2020,train,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,S,S,R,S,S,S,S,S,R,I,S,-,S,S,S,S,S,,,S,,R,,S,2581
5/7/2020,cat,urine,urinary tract,GN,burkholderia,5/14/2020,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,R,,,,,,,,R,I,R,,R,R,R,,,,,,,R,,S,2582
5/7/2020,dog,urine,urinary tract,GN,klebsiella,5/14/2020,train,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,R,R,R,R,R,R,I,I,R,R,-,S,S,R,I,I,,,R,,R,,R,2583
5/5/2020,cat,wound,wound,GN,escherichia,5/14/2020,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,S,R,R,R,R,R,R,R,S,S,S,+,S,S,S,S,S,,,S,,R,,S,2584
5/6/2020,dog,urine,urinary tract,GN,enterobacter,5/14/2020,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,S,R,,R,R,I,R,S,S,S,S,,S,S,S,S,R,,,S,,S,,S,2585
5/8/2020,dog,urine,urinary tract,GN,pseudomonas,5/14/2020,train,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,,,,,,,,,,I,,S,S,S,,,,,,,,,,2586
5/10/2020,dog,urine,urinary tract,GN,escherichia,5/19/2020,train,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,S,R,S,S,S,S,S,S,S,R,-,R,S,R,S,S,,,R,,S,,R,2587
5/8/2020,dog,pus,skin,GN,morganella,5/19/2020,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,S,R,R,R,R,,,S,S,R,R,,S,I,S,S,R,,,I,,R,,S,2588
5/11/2020,dog,urine,urinary tract,GN,escherichia,5/19/2020,train,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,S,R,R,S,R,S,R,I,S,S,S,-,S,I,S,S,S,,,S,,S,,S,2589
5/9/2020,cat,opened wound,wound,GN,pseudomonas,5/19/2020,train,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,,,,,,,,,,R,,R,S,R,,,,,,,,,,2590
5/9/2020,dog,urine,urinary tract,GN,morganella,5/19/2020,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,S,R,R,R,R,,,S,S,R,S,,S,I,S,S,R,,,S,,R,,S,2591
5/11/2020,cat,x swab from Rt hindlimb,orthopedic,GN,escherichia,5/19/2020,train,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,R,R,R,R,R,R,R,R,R,R,+,R,S,R,S,S,,,R,,R,,R,2592
5/14/2020,dog,urine,urinary tract,GN,escherichia,5/21/2020,train,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,R,R,R,R,R,R,R,S,I,R,+,R,S,R,S,S,,,R,,R,,R,2593
5/13/2020,dog,urine,urinary tract,GN,escherichia,5/21/2020,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,R,R,R,R,R,R,R,R,R,R,R,+,R,S,R,S,S,,,R,,R,,R,2594
5/13/2020,dog,caseous exudate from epidermal cyst,skin,GN,pseudomonas,5/21/2020,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,,,,,,,,,,I,,S,S,S,,,,,,,,,,2595
5/15/2020,dog,urine,urinary tract,GN,escherichia,5/21/2020,train,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,R,R,R,R,R,R,R,S,S,R,-,S,S,R,S,S,,,R,,S,,R,2596
5/18/2020,dog,hemoculture,hemoculture,GN,klebsiella,5/21/2020,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,R,R,R,R,R,R,R,I,R,R,R,-,R,S,R,R,R,,,R,,R,,R,2597
5/14/2020,dog,urine,urinary tract,GN,escherichia,5/21/2020,train,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,S,R,R,S,S,S,S,S,R,R,I,-,S,S,S,S,S,,,S,,R,,S,2598
5/19/2020,dog,urine,urinary tract,GN,proteus,5/25/2020,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,S,I,S,S,S,S,S,S,S,I,S,,S,R,S,S,R,,,S,,R,,S,2599
5/18/2020,dog,ub mucosa,urinary tract,GN,enterobacter,5/25/2020,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,S,R,,R,R,I,R,S,S,S,S,,S,S,S,S,I,,,S,,S,,S,2600
5/16/2020,cat,opened wound,wound,GN,serratia,5/25/2020,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,R,R,S,,S,S,S,S,,S,,S,S,R,,,S,,R,,S,2601
5/21/2020,cat,implant,extremely rare,GN,pasteurella,5/27/2020,train,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,S,S,S,,,S,S,S,,S,,S,S,S,S,,,,S,,S,,S,2602
5/20/2020,cat,urine,urinary tract,GN,klebsiella,5/27/2020,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,R,R,R,R,R,R,R,R,R,I,R,+,R,R,R,R,R,,,R,,S,,R,2603
5/20/2020,dog,nasal discharge,nasal cavity,GN,klebsiella,5/27/2020,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,R,R,R,R,R,R,R,R,R,R,R,+,R,S,R,R,R,,,R,,R,,R,2604
5/23/2020,dog,ear exudate,ear,GN,proteus,5/28/2020,train,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,S,S,I,S,S,S,S,I,R,R,,S,I,I,S,R,,,R,,R,,R,2605
5/22/2020,dog,urine,urinary tract,GN,escherichia,5/28/2020,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,R,R,R,R,R,R,R,R,R,R,R,+,R,S,R,S,S,,,R,,R,,R,2606
5/22/2020,cat,urine,urinary tract,GN,pseudomonas,5/28/2020,train,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,,,,,,,,,,I,,S,S,S,,,,,,,,,,2607
5/23/2020,dog,urine,urinary tract,GN,escherichia,5/28/2020,train,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,S,S,S,S,S,S,S,S,I,R,S,-,S,S,S,S,S,,,S,,R,,S,2608
5/24/2020,dog,urine,urinary tract,GN,escherichia,5/29/2020,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,S,R,R,R,R,R,R,R,I,R,R,+,S,S,R,S,S,,,R,,R,,S,2609
5/23/2020,cat,chronic wound,wound,GN,acinetobacter,5/29/2020,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,S,S,,S,S,S,,,,,,,S,,S,2610
5/21/2020,cat,wound,wound,GN,massilia,5/29/2020,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,2611
6/12/2020,cat,urine,urinary tract,GN,escherichia,6/17/2020,train,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,S,R,R,R,R,S,S,S,S,R,R,-,R,S,R,S,S,,,R,,R,,S,2612
9/9/2020,dog,opened wound,wound,GN,pseudomonas,9/14/2020,train,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,,,,,,,,,,I,,S,S,S,,,,,,,,,,2613
8/18/2020,dog,opened wound,wound,GN,pseudomonas,8/24/2020,train,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,,,,,,,,,,R,,R,S,R,,,,,,,,,,2614
4/16/2021,dog,abscess,abscess,GN,escherichia,4/23/2021,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,S,S,R,S,R,S,S,S,S,R,R,-,S,S,R,S,S,,,R,,R,,S,2615
11/9/2020,dog,urine,urinary tract,GN,pseudomonas,11/13/2020,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,,,,,,,,,,S,,S,S,S,,,,,,,,,,2616
8/18/2020,dog,opened wound,wound,GN,escherichia,8/21/2020,train,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,S,R,R,R,R,S,S,S,S,R,I,-,S,S,S,S,S,,,I,,R,,S,2617
12/21/2020,dog,pus,skin,GN,pseudomonas,12/24/2020,train,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,,,,,,,,,,I,,S,S,S,,,,,,,,,,2618
8/3/2020,dog,urine,urinary tract,GN,proteus,8/6/2020,train,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,S,R,R,R,R,R,R,R,R,R,S,,R,R,S,I,R,,,I,,R,,R,2619
11/18/2020,dog,urine,urinary tract,GN,klebsiella,11/24/2020,train,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,S,S,R,S,S,S,S,S,S,S,S,-,S,S,S,S,I,,,S,,S,,S,2620
5/21/2021,dog,urine,urinary tract,GN,pseudomonas,5/27/2021,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,I,,,,,,,,,,S,,I,S,S,,,,,,,,,,2621
9/11/2020,dog,urine,urinary tract,GN,klebsiella,9/15/2020,train,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,S,S,R,R,S,S,S,S,S,S,S,-,S,S,S,S,I,,,S,,S,,S,2622
10/16/2020,dog,urine,urinary tract,GN,pseudomonas,10/21/2020,train,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,I,,,,,,,,,,R,,R,S,R,,,,,,,,,,2623
