date_of_submission,species,submitted_sample,submitted_sample_category,vitek_id,bacteria_genus,report_issued_date,type,ans_amikacin,ans_amoxicillin/clavulanic acid,ans_cefalexin,ans_cefazolin,ans_cefixime,ans_cefovecin,ans_cefpodoxime,ans_ceftriaxone,ans_chloramphenicol,ans_clindamycin,ans_doxycycline,ans_enrofloxacin,ans_fosfomycin,ans_gentamicin,ans_imipenem,ans_marbofloxacin,ans_metronidazole,ans_nitrofurantoin,ans_piperacillin/tazobactam,ans_polymyxin b,ans_pradofloxacin,ans_rifampicin,ans_tetracycline,ans_trimethoprim/sulfamethoxazole,S/I/R_amikacin,S/I/R_amoxicillin/clavulanic acid,S/I/R_ampicillin,S/I/R_cefalexin,S/I/R_cefalotin,S/I/R_cefovecin,S/I/R_cefpodoxime,S/I/R_ceftiofur,S/I/R_chloramphenicol,S/I/R_doxycycline,S/I/R_enrofloxacin,S/I/R_esbl,S/I/R_gentamicin,S/I/R_imipenem,S/I/R_marbofloxacin,S/I/R_neomycin,S/I/R_nitrofurantoin,S/I/R_piperacillin,S/I/R_polymyxin b,S/I/R_pradofloxacin,S/I/R_rifampicin,S/I/R_tetracycline,S/I/R_tobramycin,S/I/R_trimethoprim/sulfamethoxazole,id,ans_azithromycin,ans_fluconazole,ans_minocycline,ans_vancomycin,S/I/R_benzylpenicillin,S/I/R_cefoxitin screen,S/I/R_clindamycin,S/I/R_erythromycin,S/I/R_florfenicol,S/I/R_fusidic acid,S/I/R_inducible clindamycin resistance,S/I/R_minocycline,S/I/R_mupirocin,S/I/R_oxacillin,S/I/R_vancomycin
4/19/2018,dog,urine,urinary tract,GP,staphylococcus,4/24/2018,train,FALSE,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,FALSE,FALSE,,FALSE,,S,,,,S,,,S,,R,,S,,R,,S,,,,S,R,,R,4665,FALSE,FALSE,FALSE,FALSE,R,-,S,S,,S,-,,S,S,S
3/25/2018,dog,opened wound,wound,GP,staphylococcus,4/2/2018,train,FALSE,FALSE,TRUE,FALSE,,TRUE,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,FALSE,FALSE,,TRUE,,S,,,S,S,S,,S,,S,,I,,S,,S,,,,S,R,,S,4666,FALSE,FALSE,FALSE,FALSE,R,-,S,S,,S,-,,S,S,S
4/18/2018,dog,bed sore,skin,GP,enterococcus,4/21/2018,train,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,,,FALSE,FALSE,,FALSE,,,,,,,,,R,,I,,,,S,,S,,,,,R,,,4667,FALSE,FALSE,FALSE,FALSE,S,,,R,,,,,,,S
4/4/2018,dog,pus,skin,GP,staphylococcus,4/9/2018,train,FALSE,TRUE,TRUE,FALSE,,TRUE,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,FALSE,FALSE,,FALSE,,S,,,S,S,S,,S,,S,,S,,S,,S,,,,S,R,,S,4668,FALSE,FALSE,FALSE,FALSE,R,-,S,S,,S,-,,S,S,S
4/17/2018,cat,chronic wound,wound,GP,staphylococcus,4/20/2018,train,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,FALSE,FALSE,,FALSE,,S,,,S,R,R,,S,,R,,I,,R,,S,,,,S,R,,R,4669,FALSE,FALSE,FALSE,FALSE,R,+,R,R,,S,-,,S,R,S
4/5/2018,dog,fluid,hemoculture,GP,enterococcus,4/23/2018,train,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,FALSE,FALSE,,FALSE,,,,,,,,,S,,R,,,,R,,R,,,,,R,,,4670,FALSE,FALSE,FALSE,FALSE,R,,,R,,,,,,,S
4/11/2018,dog,fluid,hemoculture,GP,staphylococcus,4/19/2018,train,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,,FALSE,,,FALSE,FALSE,,TRUE,,S,,,,R,,,S,,I,,S,,S,,S,,,,S,R,,S,4671,FALSE,FALSE,FALSE,FALSE,R,-,R,R,,S,-,,S,R,S
3/28/2018,dog,exudate,exudate,GP,staphylococcus,4/3/2018,train,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,FALSE,FALSE,,TRUE,,S,,,,S,,,S,,R,,S,,R,,S,,,,S,R,,S,4672,FALSE,FALSE,FALSE,FALSE,R,-,S,S,,S,-,,S,R,S
4/10/2018,dog,ub mucosa,urinary tract,GP,staphylococcus,4/18/2018,train,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE,,,FALSE,FALSE,,TRUE,,R,,,,R,,,R,,S,,S,,S,,S,,,,S,S,,S,4673,FALSE,FALSE,FALSE,FALSE,R,+,R,R,,R,-,,S,R,S
4/24/2018,dog,surgical site,surgical site,GP,staphylococcus,4/30/2018,train,FALSE,TRUE,TRUE,FALSE,,TRUE,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,FALSE,FALSE,,FALSE,,S,,,S,S,S,,S,,S,,S,,S,,S,,,,S,R,,S,4674,FALSE,FALSE,FALSE,FALSE,R,-,S,S,,S,-,,S,S,S
3/29/2018,dog,ub mucosa,urinary tract,GP,staphylococcus,4/3/2018,train,TRUE,FALSE,FALSE,FALSE,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,,,FALSE,FALSE,,FALSE,,R,,,,R,,,S,,R,,S,,R,,S,,,,S,R,,R,4675,FALSE,FALSE,FALSE,FALSE,R,+,R,R,,S,-,,S,R,S
3/27/2018,dog,pulmonary mass,mass,GP,staphylococcus,4/3/2018,train,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE,,,FALSE,FALSE,,TRUE,,R,,,,R,,,S,,S,,S,,S,,S,,,,S,R,,S,4676,TRUE,FALSE,FALSE,FALSE,R,+,R,S,,R,-,,S,R,S
4/11/2018,dog,surgical site,surgical site,GP,enterococcus,4/25/2018,train,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,FALSE,FALSE,,FALSE,,,,,,,,,S,,R,,,,R,,I,,,,,R,,,4677,FALSE,FALSE,FALSE,TRUE,R,,,R,,,,,,,S
4/11/2018,dog,kidney,renal,GP,staphylococcus,4/20/2018,train,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,,,FALSE,FALSE,,FALSE,,S,,,S,S,S,,S,,R,,I,,R,,S,,,,S,R,,R,4678,FALSE,FALSE,FALSE,FALSE,R,-,R,R,,S,+,,S,R,S
4/6/2018,cat,wound,wound,GP,enterococcus,4/18/2018,train,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,FALSE,FALSE,,FALSE,,,,,,,,,S,,R,,,,R,,R,,,,,R,,,4679,FALSE,FALSE,FALSE,FALSE,R,,,R,,,,,,,S
4/21/2018,cat,bite wound,wound,GP,dermacoccus,4/30/2018,train,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,FALSE,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,4680,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
3/27/2018,dog,exudate,exudate,GP,staphylococcus,4/2/2018,train,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,FALSE,FALSE,,TRUE,,S,,,,S,,,S,,I,,S,,R,,S,,,,S,R,,S,4681,FALSE,FALSE,FALSE,FALSE,R,-,S,S,,S,-,,S,R,S
3/27/2018,cat,pleural effusion,pleural effusion,GP,dermacoccus,4/5/2018,train,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,FALSE,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,4682,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
3/27/2018,dog,exudate,exudate,GP,staphylococcus,4/3/2018,train,FALSE,TRUE,TRUE,FALSE,,TRUE,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,FALSE,FALSE,,TRUE,,S,,,S,S,S,,S,,S,,S,,S,,S,,,,S,R,,S,4683,FALSE,FALSE,FALSE,FALSE,R,-,S,S,,S,-,,S,S,S
3/29/2018,dog,fl wound open fx,wound,GP,aerococcus,4/3/2018,train,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,FALSE,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,4684,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
4/18/2018,dog,tumor,tumor,GP,staphylococcus,4/23/2018,train,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,FALSE,FALSE,,FALSE,,S,,,S,R,I,,S,,R,,R,,R,,S,,,,S,R,,R,4685,FALSE,FALSE,FALSE,FALSE,R,-,R,R,,S,-,,S,R,S
4/5/2018,cat,pleural effusion,pleural effusion,GP,enterococcus,4/17/2018,train,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,FALSE,FALSE,,FALSE,,,,,,,,,S,,R,,,,R,,R,,,,,R,,,4686,FALSE,FALSE,FALSE,TRUE,R,,,R,,,,,,,S
4/17/2018,dog,orthopedic operation,orthopedic,GP,staphylococcus,4/20/2018,train,FALSE,TRUE,TRUE,FALSE,,FALSE,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,FALSE,FALSE,,FALSE,,S,,,S,S,S,,R,,S,,R,,S,,S,,,,S,R,,R,4687,FALSE,FALSE,FALSE,FALSE,R,-,S,R,,S,-,,S,S,S
4/20/2018,dog,ear swab,ear,GP,staphylococcus,4/25/2018,train,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,FALSE,FALSE,,FALSE,,S,,,S,R,I,,S,,R,,I,,R,,S,,,,S,R,,R,4688,FALSE,FALSE,FALSE,FALSE,R,-,R,R,,S,-,,S,R,S
4/18/2018,cat,bile,liver,GP,staphylococcus,4/25/2018,train,FALSE,TRUE,FALSE,FALSE,,FALSE,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,FALSE,FALSE,,TRUE,,S,,,,S,,,S,,S,,S,,S,,S,,,,S,S,,S,4689,FALSE,FALSE,FALSE,FALSE,S,-,S,S,,S,-,,S,S,S
4/18/2018,dog,skin swab,skin,GP,enterococcus,4/24/2018,train,FALSE,TRUE,FALSE,FALSE,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,FALSE,FALSE,,FALSE,,,,,,,,,S,,S,,,,S,,S,,,,,R,,,4690,FALSE,FALSE,FALSE,FALSE,S,,,R,,,,,,,S
4/18/2018,dog,wound,wound,GP,staphylococcus,4/24/2018,train,FALSE,TRUE,TRUE,FALSE,,TRUE,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,FALSE,FALSE,,FALSE,,S,,,S,S,S,,S,,S,,S,,S,,S,,,,S,S,,S,4691,FALSE,FALSE,FALSE,FALSE,R,-,S,S,,S,-,,S,S,S
4/19/2018,cat,urine,urinary tract,GP,enterococcus,4/25/2018,train,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,FALSE,FALSE,,FALSE,,,,,,,,,S,,R,,,,R,,R,,,,,R,,,4692,FALSE,FALSE,FALSE,TRUE,R,,,R,,,,,,,S
4/21/2018,dog,skin swab,skin,GP,staphylococcus,4/27/2018,train,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,FALSE,FALSE,,TRUE,,S,,,,S,,,S,,R,,S,,R,,S,,,,S,R,,S,4693,FALSE,FALSE,FALSE,FALSE,R,-,S,S,,S,-,,S,R,S
4/25/2018,dog,urine,urinary tract,GP,enterococcus,4/30/2018,train,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,FALSE,FALSE,,FALSE,,,,,,,,,R,,R,,,,R,,S,,,,,R,,,4694,FALSE,FALSE,FALSE,FALSE,S,,,R,,,,,,,S
4/23/2018,dog,exudate,exudate,GP,staphylococcus,4/30/2018,train,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,FALSE,FALSE,,TRUE,,S,,,,R,,,S,,R,,R,,R,,S,,,,S,R,,S,4695,FALSE,FALSE,FALSE,FALSE,R,-,R,R,,S,-,,R,R,S
3/29/2018,dog,exudate,exudate,GP,kocuria,4/5/2018,train,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,FALSE,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,4696,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
4/17/2018,dog,x swab,other,GP,staphylococcus,4/20/2018,train,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,FALSE,FALSE,,FALSE,,S,,,S,R,S,,S,,R,,R,,R,,S,,,,S,R,,R,4697,FALSE,FALSE,FALSE,TRUE,R,-,R,R,,S,-,,R,R,S
5/19/2018,dog,skin,skin,GP,staphylococcus,5/24/2018,train,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,FALSE,FALSE,,FALSE,,S,,,S,S,S,,S,,R,,R,,R,,S,,,,S,R,,R,4698,FALSE,FALSE,FALSE,FALSE,R,-,R,R,,S,-,,R,R,S
5/16/2018,cat,urine,urinary tract,GP,enterococcus,5/23/2018,train,FALSE,TRUE,FALSE,FALSE,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,FALSE,FALSE,,FALSE,,,,,,,,,S,,I,,,,I,,S,,,,,R,,,4699,FALSE,FALSE,FALSE,FALSE,S,,,S,,,,,,,R
5/25/2018,dog,urine,urinary tract,GP,enterococcus,5/30/2018,train,FALSE,TRUE,FALSE,FALSE,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,FALSE,FALSE,,FALSE,,,,,,,,,S,,R,,,,R,,S,,,,,R,,,4700,FALSE,FALSE,FALSE,FALSE,S,,,I,,,,,,,S
5/15/2018,cat,wound,wound,GP,staphylococcus,5/21/2018,train,FALSE,TRUE,FALSE,FALSE,,TRUE,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,FALSE,FALSE,,TRUE,,S,,,,S,,,S,,S,,S,,S,,S,,,,S,S,,S,4701,FALSE,FALSE,FALSE,FALSE,S,-,S,S,,S,-,,S,S,S
5/9/2018,dog,pus,skin,GP,staphylococcus,5/15/2018,train,FALSE,TRUE,TRUE,FALSE,,TRUE,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,FALSE,FALSE,,TRUE,,S,,,S,S,S,,S,,S,,S,,S,,S,,,,S,S,,S,4702,FALSE,FALSE,FALSE,FALSE,S,-,S,S,,S,-,,S,S,S
5/17/2018,cat,abscess,abscess,GP,micrococcus,5/23/2018,train,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,FALSE,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,4703,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
5/8/2018,dog,pus,skin,GP,staphylococcus,5/11/2018,train,FALSE,TRUE,TRUE,FALSE,,TRUE,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,FALSE,FALSE,,TRUE,,S,,,S,S,S,,S,,S,,S,,S,,S,,,,S,R,,S,4704,FALSE,FALSE,FALSE,FALSE,R,-,S,S,,S,-,,S,S,S
5/11/2018,dog,pyoderma,skin,GP,staphylococcus,5/18/2018,train,FALSE,TRUE,FALSE,FALSE,,TRUE,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,FALSE,FALSE,,TRUE,,S,,,,S,,,S,,R,,S,,R,,S,,,,S,S,,S,4705,FALSE,FALSE,FALSE,FALSE,R,-,S,S,,S,-,,S,S,S
5/13/2018,dog,wound,wound,GP,staphylococcus,5/17/2018,train,FALSE,TRUE,TRUE,FALSE,,TRUE,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,FALSE,FALSE,,TRUE,,S,,,S,S,S,,S,,S,,S,,S,,S,,,,S,S,,S,4706,FALSE,FALSE,FALSE,FALSE,R,-,S,S,,S,-,,S,S,S
5/5/2018,dog,pus,skin,GP,staphylococcus,5/9/2018,train,FALSE,TRUE,TRUE,FALSE,,TRUE,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,FALSE,FALSE,,TRUE,,S,,,S,S,S,,S,,S,,S,,S,,S,,,,S,R,,S,4707,FALSE,FALSE,FALSE,FALSE,R,-,S,S,,S,-,,S,S,S
5/15/2018,dog,abdominal effusion,abdomen,GP,enterococcus,5/23/2018,train,FALSE,TRUE,FALSE,FALSE,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,FALSE,FALSE,,FALSE,,,,,,,,,S,,I,,,,I,,S,,,,,R,,,4708,FALSE,FALSE,FALSE,FALSE,S,,,I,,,,,,,R
5/7/2018,cat,wound,wound,GP,staphylococcus,5/11/2018,train,FALSE,TRUE,FALSE,FALSE,,TRUE,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,FALSE,FALSE,,TRUE,,S,,,,S,,,S,,S,,S,,S,,S,,,,S,S,,S,4709,FALSE,FALSE,FALSE,FALSE,S,-,S,S,,S,-,,S,S,S
4/24/2018,dog,wound,wound,GP,staphylococcus,5/4/2018,train,FALSE,TRUE,TRUE,FALSE,,FALSE,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,FALSE,FALSE,,TRUE,,S,,,S,S,S,,S,,S,,S,,S,,S,,,,S,S,,S,4710,FALSE,FALSE,FALSE,FALSE,S,-,S,S,,S,-,,S,S,S
5/2/2018,dog,teca,extremely rare,GP,staphylococcus,5/8/2018,train,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,FALSE,FALSE,,TRUE,,S,,,,R,,,S,,R,,R,,R,,S,,,,S,R,,S,4711,FALSE,FALSE,FALSE,FALSE,R,-,R,R,,S,+,,R,R,S
5/17/2018,dog,cystic calculi,urinary tract,GP,staphylococcus,5/22/2018,train,FALSE,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,FALSE,FALSE,,FALSE,,S,,,,S,,,R,,S,,S,,S,,S,,,,S,R,,R,4712,FALSE,FALSE,FALSE,FALSE,R,-,R,R,,S,+,,S,S,S
4/26/2018,dog,fistula,fistula,GP,staphylococcus,5/2/2018,train,FALSE,TRUE,TRUE,FALSE,,TRUE,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,FALSE,FALSE,,TRUE,,S,,,S,S,S,,S,,S,,I,,S,,S,,,,S,R,,S,4713,FALSE,FALSE,FALSE,FALSE,R,-,S,S,,S,-,,S,S,S
5/15/2018,dog,mass,mass,GP,staphylococcus,5/17/2018,train,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE,,,FALSE,FALSE,,FALSE,,S,,,S,S,S,,S,,S,,S,,S,,S,,,,S,R,,R,4714,FALSE,FALSE,FALSE,FALSE,R,-,S,S,,S,-,,S,R,S
5/15/2018,dog,ub mucosa,urinary tract,GP,staphylococcus,5/21/2018,train,FALSE,TRUE,TRUE,FALSE,,TRUE,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,FALSE,FALSE,,FALSE,,S,,,S,S,S,,S,,R,,R,,R,,S,,,,S,R,,R,4715,FALSE,FALSE,FALSE,FALSE,R,-,R,R,,S,-,,S,S,S
5/18/2018,dog,papule,skin,GP,dermacoccus,5/24/2018,train,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,FALSE,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,4716,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
5/16/2018,dog,dermoid cyst area,cyst,GP,staphylococcus,5/24/2018,train,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,FALSE,FALSE,,FALSE,,S,,,S,R,I,,R,,R,,R,,R,,S,,,,S,R,,R,4717,FALSE,FALSE,FALSE,FALSE,R,-,R,R,,S,-,,S,R,S
5/2/2018,dog,abscess,abscess,GP,staphylococcus,5/7/2018,train,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,FALSE,FALSE,,TRUE,,S,,,,S,,,S,,R,,S,,R,,S,,,,S,R,,S,4718,FALSE,FALSE,FALSE,FALSE,R,-,S,R,,S,-,,S,R,S
5/16/2018,dog,wound,wound,GP,kocuria,5/24/2018,train,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,FALSE,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,4719,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
5/10/2018,cat,nasal cavity,nasal cavity,GP,dermacoccus,5/18/2018,train,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,FALSE,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,4720,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
5/7/2018,cat,wound,wound,GP,staphylococcus,5/10/2018,train,FALSE,TRUE,FALSE,FALSE,,FALSE,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,FALSE,FALSE,,TRUE,,S,,,,S,,,S,,S,,S,,S,,S,,,,S,S,,S,4721,FALSE,FALSE,FALSE,FALSE,R,-,S,S,,S,-,,S,S,S
5/12/2018,cat,opened wound,wound,GP,staphylococcus,5/18/2018,train,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,FALSE,FALSE,,TRUE,,S,,,,S,,,S,,I,,R,,R,,S,,,,S,R,,S,4722,FALSE,FALSE,FALSE,FALSE,R,-,R,R,,S,-,,R,R,S
4/20/2018,dog,urine,urinary tract,GP,staphylococcus,5/4/2018,train,FALSE,TRUE,TRUE,FALSE,,TRUE,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,FALSE,FALSE,,FALSE,,S,,,S,S,S,,,,,,,,R,,,,,,,,,,4723,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
5/23/2018,dog,nasal cavity,nasal cavity,GP,staphylococcus,5/30/2018,train,FALSE,TRUE,FALSE,FALSE,,FALSE,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,FALSE,FALSE,,TRUE,,S,,,,S,,,S,,S,,S,,S,,S,,,,S,S,,S,4724,FALSE,FALSE,FALSE,FALSE,S,-,S,S,,S,-,,S,S,S
4/26/2018,cat,wound,wound,GP,dermacoccus,5/3/2018,train,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,FALSE,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,4725,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
4/30/2018,dog,urine,urinary tract,GP,enterococcus,5/3/2018,train,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,,,FALSE,FALSE,,FALSE,,,,,,,,,S,,R,,,,R,,S,,,,,R,,,4726,FALSE,FALSE,FALSE,FALSE,S,,,R,,,,,,,S
4/30/2018,dog,wound,wound,GP,staphylococcus,5/3/2018,train,FALSE,TRUE,TRUE,FALSE,,TRUE,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,FALSE,FALSE,,FALSE,,S,,,S,S,S,,S,,S,,S,,S,,S,,,,S,R,,R,4727,FALSE,FALSE,FALSE,FALSE,R,-,S,S,,S,-,,S,S,S
4/30/2018,cat,urine,urinary tract,GP,lactococcus,5/4/2018,train,FALSE,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,FALSE,FALSE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,4728,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
4/30/2018,cat,exudate,exudate,GP,gardnerella,5/7/2018,train,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,FALSE,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,4729,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
5/1/2018,cat,urine,urinary tract,GP,staphylococcus,5/4/2018,train,FALSE,TRUE,FALSE,FALSE,,TRUE,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,,FALSE,FALSE,,TRUE,,S,,,,S,,,S,,S,,S,,S,,S,,,,S,S,,S,4730,FALSE,FALSE,FALSE,FALSE,S,-,S,S,,S,-,,S,S,S
